tweet_count,city,body,date,hashtags,link,geo,tokenized,cleaned,predicted,pos,neg,neu,compound,sentiment
345,New York,"@UberEats I’ve been waiting almost 2 hours for an order , I decide I wanted to cancel and it’s $16 extra to cancel an order that I don’t even want at this rate. And all you can offer is $10 off on my next order of $30 or more , a fucking joke",2020-06-23 00:06:23+00:00,,https://twitter.com/glohanys/status/1275218607690207233,,"['@', 'UberEats', 'I', '’', 've', 'been', 'waiting', 'almost', '2', 'hours', 'for', 'an', 'order', ',', 'I', 'decide', 'I', 'wanted', 'to', 'cancel', 'and', 'it', '’', 's', '$', '16', 'extra', 'to', 'cancel', 'an', 'order', 'that', 'I', 'don', '’', 't', 'even', 'want', 'at', 'this', 'rate', '.', 'And', 'all', 'you', 'can', 'offer', 'is', '$', '10', 'off', 'on', 'my', 'next', 'order', 'of', '$', '30', 'or', 'more', ',', 'a', 'fucking', 'joke']","['ubereats', '’', 'wait', 'almost', '2', 'hour', 'order', 'decide', 'want', 'cancel', '’', '16', 'extra', 'cancel', 'order', '’', 'even', 'want', 'rate', 'offer', '10', 'next', 'order', '30', 'fucking', 'joke']",Positive,0.169,0.133,0.698,0.024,Positive
346,New York,😂😂 gotta sign up for Uber eats pick up orders for her too 🤣,2020-06-22 23:00:05+00:00,,https://twitter.com/SirDanielSon3/status/1275201925429035009,,"['😂😂', 'got', 'ta', 'sign', 'up', 'for', 'Uber', 'eats', 'pick', 'up', 'orders', 'for', 'her', 'too', '🤣']","['😂😂', 'get', 'ta', 'sign', 'uber', 'eats', 'pick', 'order', '🤣']",Negative,0.321,0.113,0.565,0.8402,Positive
347,New York,Idk why Pizza Hut Atlantic Ave don’t deliver at all I think they would make way more money if they did .. they’re not even on Uber eats or delivery apps,2020-06-22 17:52:01+00:00,,https://twitter.com/cutieebun/status/1275124395334414336,,"['Idk', 'why', 'Pizza', 'Hut', 'Atlantic', 'Ave', 'don', '’', 't', 'deliver', 'at', 'all', 'I', 'think', 'they', 'would', 'make', 'way', 'more', 'money', 'if', 'they', 'did', '..', 'they', '’', 're', 'not', 'even', 'on', 'Uber', 'eats', 'or', 'delivery', 'apps']","['idk', 'pizza', 'hut', 'atlantic', 'ave', '’', 'deliver', 'think', 'would', 'make', 'way', 'money', '..', '’', 'even', 'uber', 'eats', 'delivery', 'apps']",Negative,0.0,0.072,0.928,-0.1027,Negative
348,New York,Ubereats gave me $30 off,2020-06-22 15:35:59+00:00,,https://twitter.com/Flawlesshoodrat/status/1275090163883028483,,"['Ubereats', 'gave', 'me', '$', '30', 'off']","['ubereats', 'give', '30']",Positive,0.0,0.0,1.0,0.0,Positive
349,New York,Uber eats just texted her “I wear a size 9” focus on you king,2020-06-22 14:27:04+00:00,,https://twitter.com/JosueGnarly/status/1275072819206840321,,"['Uber', 'eats', 'just', 'texted', 'her', '“', 'I', 'wear', 'a', 'size', '9', '”', 'focus', 'on', 'you', 'king']","['uber', 'eat', 'texted', '“', 'wear', 'size', '9', '”', 'focus', 'king']",Negative,0.0,0.0,1.0,0.0,Positive
350,New York,"@UberEats needs to get better at reading the leave at door note and not ring my doorbell, or call me to pick up my order. Just saying.",2020-06-22 14:19:39+00:00,,https://twitter.com/JrodELCANTANTE/status/1275070952603181063,,"['@', 'UberEats', 'needs', 'to', 'get', 'better', 'at', 'reading', 'the', 'leave', 'at', 'door', 'note', 'and', 'not', 'ring', 'my', 'doorbell', ',', 'or', 'call', 'me', 'to', 'pick', 'up', 'my', 'order', '.', 'Just', 'saying', '.']","['ubereats', 'need', 'get', 'good', 'read', 'leave', 'door', 'note', 'ring', 'doorbell', 'call', 'pick', 'order', 'say']",Negative,0.18,0.075,0.745,0.4019,Positive
351,New York,@UberEats hit me up right now ! I need answers.,2020-06-22 05:41:06+00:00,,https://twitter.com/_joseDINERO_/status/1274940456263200768,,"['@', 'UberEats', 'hit', 'me', 'up', 'right', 'now', '!', 'I', 'need', 'answers', '.']","['ubereats', 'hit', 'right', 'need', 'answer']",Negative,0.0,0.0,1.0,0.0,Positive
352,New York,Leave it to me to uber eats some @McDonalds 🍟 wthhhh is in it when it’s fresh 🤤,2020-06-22 05:04:30+00:00,,https://twitter.com/Joddybadasss/status/1274931244535623681,,"['Leave', 'it', 'to', 'me', 'to', 'uber', 'eats', 'some', '@', 'McDonalds', '🍟', 'wthhhh', 'is', 'in', 'it', 'when', 'it', '’', 's', 'fresh', '🤤']","['leave', 'uber', 'eat', 'mcdonalds', '🍟', 'wthhhh', '’', 'fresh', '🤤']",Negative,0.159,0.083,0.759,0.2732,Positive
353,New York,@UberEats_JP,2020-06-22 04:19:59+00:00,,https://twitter.com/JoseEst66607096/status/1274920043453833216,,"['@', 'UberEats_JP']",['ubereats_jp'],Positive,0.0,0.0,1.0,0.0,Positive
354,New York,#summerday #sunday #ubereats 通常運転😗 Happy Father’s Day to all dads in da world 🗺 👨🏻 My fav summer menu: cold tan tan noodle 🍜… https://www.instagram.com/p/CBuUTtHDaOh/?igshid=1f6rrhvnh3fia,2020-06-22 04:19:27+00:00,#summerday #sunday #ubereats,https://twitter.com/tkn921/status/1274919905616375813,,"['#', 'summerday', '#', 'sunday', '#', 'ubereats', '通常運転😗', 'Happy', 'Father', '’', 's', 'Day', 'to', 'all', 'dads', 'in', 'da', 'world', '🗺', '👨🏻', 'My', 'fav', 'summer', 'menu', ':', 'cold', 'tan', 'tan', 'noodle', '🍜…', 'https', ':', '//www.instagram.com/p/CBuUTtHDaOh/', '?', 'igshid=1f6rrhvnh3fia']","['summerday', 'sunday', 'ubereats', '通常運転😗', 'happy', 'father', '’', 'day', 'dad', 'da', 'world', '🗺', '👨🏻', 'fav', 'summer', 'menu', 'cold', 'tan', 'tan', 'noodle', '🍜…', 'http', '//www.instagram.com/p/cbuutthdaoh/', 'igshid=1f6rrhvnh3fia']",Negative,0.251,0.0,0.749,0.886,Positive
355,New York,Why tf is Chuck E. Cheese on Uber eats,2020-06-22 03:08:43+00:00,,https://twitter.com/Hoodrich_icey/status/1274902106424705032,,"['Why', 'tf', 'is', 'Chuck', 'E.', 'Cheese', 'on', 'Uber', 'eats']","['tf', 'chuck', 'e.', 'cheese', 'uber', 'eats']",Negative,0.0,0.0,1.0,0.0,Positive
356,New York,When your Uber Eats driver tryna slide into your DMs ,2020-06-22 00:24:19+00:00,,https://twitter.com/jstreng_/status/1274860732388126721,,"['When', 'your', 'Uber', 'Eats', 'driver', 'tryna', 'slide', 'into', 'your', 'DMs']","['uber', 'eats', 'driver', 'tryna', 'slide', 'dms']",Negative,0.0,0.0,1.0,0.0,Positive
357,New York,"@UberEats my order was marked as delivered and never arrived, tried chatting through the app but have been waiting to connect to an agent for over 20 min... I just want my food...",2020-06-21 21:41:46+00:00,,https://twitter.com/kaitGAY/status/1274819827618795521,,"['@', 'UberEats', 'my', 'order', 'was', 'marked', 'as', 'delivered', 'and', 'never', 'arrived', ',', 'tried', 'chatting', 'through', 'the', 'app', 'but', 'have', 'been', 'waiting', 'to', 'connect', 'to', 'an', 'agent', 'for', 'over', '20', 'min', '...', 'I', 'just', 'want', 'my', 'food', '...']","['ubereats', 'order', 'mark', 'deliver', 'never', 'arrive', 'try', 'chat', 'app', 'wait', 'connect', 'agent', '20', 'min', '...', 'want', 'food', '...']",Negative,0.071,0.0,0.929,0.0772,Positive
358,New York,You order food but you want extra sides in there you know what’s not offered on Uber eats so you text the owner and ask if he can add it in... He says yes but ... you have no patience so youve already hit order so now you have to make your own noodles 🥴,2020-06-21 19:52:00+00:00,,https://twitter.com/VelissaVaughn/status/1274792202934378497,,"['You', 'order', 'food', 'but', 'you', 'want', 'extra', 'sides', 'in', 'there', 'you', 'know', 'what', '’', 's', 'not', 'offered', 'on', 'Uber', 'eats', 'so', 'you', 'text', 'the', 'owner', 'and', 'ask', 'if', 'he', 'can', 'add', 'it', 'in', '...', 'He', 'says', 'yes', 'but', '...', 'you', 'have', 'no', 'patience', 'so', 'youve', 'already', 'hit', 'order', 'so', 'now', 'you', 'have', 'to', 'make', 'your', 'own', 'noodles', '🥴']","['order', 'food', 'want', 'extra', 'side', 'know', '’', 'offer', 'uber', 'eats', 'text', 'owner', 'ask', 'add', '...', 'say', 'yes', '...', 'patience', 'youve', 'already', 'hit', 'order', 'make', 'noodle', '🥴']",Negative,0.133,0.0,0.867,0.4588,Positive
359,New York,#HappyFathersDay IT’S #BBQ #SUNDAYS ☀️ Grab a Refreshing #Cocktail TO GO with your FOOD! 🍽 🍹🏖 TEL: 718-835-1000! . #takeout #queens #nyc #flamingorestaurant #mantralounge #ubereats #grubhub #seamless #caribbean… https://www.instagram.com/p/CBs7wVWn5H8/?igshid=h97fjdixluz6,2020-06-21 15:34:56+00:00,#HappyFathersDay #HappyFathersDay #BBQ #SUNDAYS #Cocktail #takeout #queens #nyc #flamingorestaurant #mantralounge #ubereats #grubhub #seamless #caribbean,https://twitter.com/FlamingoMantra/status/1274727510404628482,,"['#', 'HappyFathersDay', 'IT', '’', 'S', '#', 'BBQ', '#', 'SUNDAYS', '☀️', 'Grab', 'a', 'Refreshing', '#', 'Cocktail', 'TO', 'GO', 'with', 'your', 'FOOD', '!', '🍽', '🍹🏖', 'TEL', ':', '718-835-1000', '!', '.', '#', 'takeout', '#', 'queens', '#', 'nyc', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'ubereats', '#', 'grubhub', '#', 'seamless', '#', 'caribbean…', 'https', ':', '//www.instagram.com/p/CBs7wVWn5H8/', '?', 'igshid=h97fjdixluz6']","['happyfathersday', '’', 'bbq', 'sundays', '☀️', 'grab', 'refreshing', 'cocktail', 'go', 'food', '🍽', '🍹🏖', 'tel', '718-835-1000', 'takeout', 'queen', 'nyc', 'flamingorestaurant', 'mantralounge', 'ubereats', 'grubhub', 'seamless', 'caribbean…', 'http', '//www.instagram.com/p/cbs7wvwn5h8/', 'igshid=h97fjdixluz6']",Positive,0.0,0.0,1.0,0.0,Positive
360,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #SATURDAYS 12PM-2AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats… https://www.instagram.com/p/CBrbWetn1_1/?igshid=19s86m3gud8up,2020-06-21 01:23:15+00:00,#SATURDAYS #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats,https://twitter.com/FlamingoMantra/status/1274513176273604614,,"['WE', 'ARE', 'OPEN', '!', 'All', 'Your', 'Favorite', 'Dishes', '&', 'Drinks', '!', '#', 'SATURDAYS', '12PM-2AM', '!', '.', '✅FIND', 'US', 'ON', '#', 'UBEREATS', '&', 'amp', ';', '#', 'GRUBHUB', 'OR', 'CALL', 'TO', 'ORDER', 'YOUR', '#', 'TAKEOUT', ':', '718.835.1000', '!', '.', '#', 'flamingorestaurant', '#', 'mantralounge', '#', 'queens', '#', 'nyc', '#', 'queenseats…', 'https', ':', '//www.instagram.com/p/CBrbWetn1_1/', '?', 'igshid=19s86m3gud8up']","['open', 'favorite', 'dishes', 'drinks', 'saturdays', '12pm-2am', '✅find', 'us', 'ubereats', 'amp', 'grubhub', 'call', 'order', 'takeout', '718.835.1000', 'flamingorestaurant', 'mantralounge', 'queen', 'nyc', 'queenseats…', 'http', '//www.instagram.com/p/cbrbwetn1_1/', 'igshid=19s86m3gud8up']",Positive,0.103,0.0,0.897,0.4588,Positive
361,New York,I’m fake blown! Damn near everything on Uber eats In Flatbush is Thai food. I know it’s not the neighborhood delicacy...,2020-06-21 00:27:45+00:00,,https://twitter.com/Damierdirtnap/status/1274499209320960002,,"['I', '’', 'm', 'fake', 'blown', '!', 'Damn', 'near', 'everything', 'on', 'Uber', 'eats', 'In', 'Flatbush', 'is', 'Thai', 'food', '.', 'I', 'know', 'it', '’', 's', 'not', 'the', 'neighborhood', 'delicacy', '...']","['’', 'fake', 'blown', 'damn', 'near', 'everything', 'uber', 'eats', 'flatbush', 'thai', 'food', 'know', '’', 'neighborhood', 'delicacy', '...']",Negative,0.0,0.293,0.707,-0.7003,Negative
362,New York,So I order liquor from @UberEats but instead @Drizly @DrizlyNY delivered it at my door......ummmmm..... !!!!!!!,2020-06-20 23:21:34+00:00,,https://twitter.com/piyush_thakur15/status/1274482556948316160,,"['So', 'I', 'order', 'liquor', 'from', '@', 'UberEats', 'but', 'instead', '@', 'Drizly', '@', 'DrizlyNY', 'delivered', 'it', 'at', 'my', 'door', '...', '...', 'ummmmm', '...', '..', '!', '!', '!', '!', '!', '!', '!']","['order', 'liquor', 'ubereats', 'instead', 'drizly', 'drizlyny', 'deliver', 'door', '...', '...', 'ummmmm', '...', '..']",Negative,0.0,0.0,1.0,0.0,Positive
363,New York,@UberEats My order arrived really late and soaking wet. The tickets on the order say everything had been ready by 3:45. It’s 4:44 now.,2020-06-20 20:44:45+00:00,,https://twitter.com/Stephthisway/status/1274443088895922177,,"['@', 'UberEats', 'My', 'order', 'arrived', 'really', 'late', 'and', 'soaking', 'wet', '.', 'The', 'tickets', 'on', 'the', 'order', 'say', 'everything', 'had', 'been', 'ready', 'by', '3:45', '.', 'It', '’', 's', '4:44', 'now', '.']","['ubereats', 'order', 'arrive', 'really', 'late', 'soak', 'wet', 'ticket', 'order', 'say', 'everything', 'ready', '3:45', '’', '4:44']",Negative,0.152,0.0,0.848,0.3612,Positive
364,New York,I’m bout to hit my uber eats delivery guy like “why you still walking bro. Get a bike”,2020-06-20 18:42:24+00:00,,https://twitter.com/_joseDINERO_/status/1274412299873390596,,"['I', '’', 'm', 'bout', 'to', 'hit', 'my', 'uber', 'eats', 'delivery', 'guy', 'like', '“', 'why', 'you', 'still', 'walking', 'bro', '.', 'Get', 'a', 'bike', '”']","['’', 'bout', 'hit', 'uber', 'eats', 'delivery', 'guy', 'like', '“', 'still', 'walk', 'bro', 'get', 'bike', '”']",Negative,0.152,0.0,0.848,0.3612,Positive
365,New York,Why everybody be on Ubereats lying like shit talking bout they in a bike and then be pulling up in a Camry?,2020-06-20 18:20:55+00:00,,https://twitter.com/ExecutiveJus/status/1274406895437168640,,"['Why', 'everybody', 'be', 'on', 'Ubereats', 'lying', 'like', 'shit', 'talking', 'bout', 'they', 'in', 'a', 'bike', 'and', 'then', 'be', 'pulling', 'up', 'in', 'a', 'Camry', '?']","['everybody', 'ubereats', 'lie', 'like', 'shit', 'talk', 'bout', 'bike', 'pull', 'camry']",Negative,0.177,0.255,0.567,-0.2732,Negative
366,New York,You ever click the tip box on Ubereats and it jumps to the next highest one? AHT AHT AHT!,2020-06-20 17:46:40+00:00,,https://twitter.com/ExecutiveJus/status/1274398273172918272,,"['You', 'ever', 'click', 'the', 'tip', 'box', 'on', 'Ubereats', 'and', 'it', 'jumps', 'to', 'the', 'next', 'highest', 'one', '?', 'AHT', 'AHT', 'AHT', '!']","['ever', 'click', 'tip', 'box', 'ubereats', 'jump', 'next', 'high', 'one', 'aht', 'aht', 'aht']",Positive,0.0,0.0,1.0,0.0,Positive
367,New York,I need to stop ordering food on Uber eats &amp; door dash. Tell me how two burgers with fries came up to $60 😩😩😩😩 TF,2020-06-20 14:03:48+00:00,,https://twitter.com/Aura_Couture/status/1274342186482614273,,"['I', 'need', 'to', 'stop', 'ordering', 'food', 'on', 'Uber', 'eats', '&', 'amp', ';', 'door', 'dash', '.', 'Tell', 'me', 'how', 'two', 'burgers', 'with', 'fries', 'came', 'up', 'to', '$', '60', '😩😩😩😩', 'TF']","['need', 'stop', 'order', 'food', 'uber', 'eats', 'amp', 'door', 'dash', 'tell', 'two', 'burger', 'fry', 'come', '60', '😩😩😩😩', 'tf']",Negative,0.0,0.346,0.654,-0.8225,Negative
368,New York,I can’t believe i ordered uber eats but fell asleep outside in the car 🤣🤣🤣,2020-06-20 08:50:24+00:00,,https://twitter.com/Manijuanaaaaa/status/1274263320250535936,,"['I', 'can', '’', 't', 'believe', 'i', 'ordered', 'uber', 'eats', 'but', 'fell', 'asleep', 'outside', 'in', 'the', 'car', '🤣🤣🤣']","['’', 'believe', 'order', 'uber', 'eats', 'fell', 'asleep', 'outside', 'car', '🤣🤣🤣']",Negative,0.304,0.0,0.696,0.8625,Positive
369,New York,Item is $15.56 Order total is $75.45 on UberEats 🥴,2020-06-20 04:33:01+00:00,,https://twitter.com/WildoPierrePaul/status/1274198546619740167,,"['Item', 'is', '$', '15.56', 'Order', 'total', 'is', '$', '75.45', 'on', 'UberEats', '🥴']","['item', '15.56', 'order', 'total', '75.45', 'ubereats', '🥴']",Positive,0.0,0.0,1.0,0.0,Positive
370,New York,"#SAVE this post if you want the history of Juneteenth and to save $30 off ubereats where you can help support a black-owned business! And yes, there are some money stacks you can also do for Uber Eats! Juneteenth… https://www.instagram.com/p/CBpHtsthXK_/?igshid=g97itnniieh8",2020-06-20 04:14:02+00:00,#SAVE,https://twitter.com/pnywisetraveler/status/1274193770326765568,,"['#', 'SAVE', 'this', 'post', 'if', 'you', 'want', 'the', 'history', 'of', 'Juneteenth', 'and', 'to', 'save', '$', '30', 'off', 'ubereats', 'where', 'you', 'can', 'help', 'support', 'a', 'black-owned', 'business', '!', 'And', 'yes', ',', 'there', 'are', 'some', 'money', 'stacks', 'you', 'can', 'also', 'do', 'for', 'Uber', 'Eats', '!', 'Juneteenth…', 'https', ':', '//www.instagram.com/p/CBpHtsthXK_/', '?', 'igshid=g97itnniieh8']","['save', 'post', 'want', 'history', 'juneteenth', 'save', '30', 'ubereats', 'help', 'support', 'black-owned', 'business', 'yes', 'money', 'stack', 'also', 'uber', 'eats', 'juneteenth…', 'http', '//www.instagram.com/p/cbphtsthxk_/', 'igshid=g97itnniieh8']",Positive,0.497,0.0,0.503,0.93,Positive
371,New York,I am going to need @UberEats to train their drivers to not be scared to deliver to certain neighborhoods..,2020-06-20 01:31:22+00:00,,https://twitter.com/Incognitojhm/status/1274152830929178624,,"['I', 'am', 'going', 'to', 'need', '@', 'UberEats', 'to', 'train', 'their', 'drivers', 'to', 'not', 'be', 'scared', 'to', 'deliver', 'to', 'certain', 'neighborhoods..']","['go', 'need', 'ubereats', 'train', 'driver', 'scar', 'deliver', 'certain', 'neighborhoods..']",Negative,0.208,0.0,0.792,0.2732,Positive
372,New York,"Dinner tonight. Delivering till 4am 😋😊 call 914-226-8844 or order on line Ubereats, Grubhub, Postmates or DoorDash. Check out our menu @thechippertruck.com click on services @The Chipper Truck Cafe - Yonkers https://www.instagram.com/p/CBoul72JZqt/?igshid=ckus1x0kby6j",2020-06-20 00:13:42+00:00,,https://twitter.com/chipper_c/status/1274133285078097920,,"['Dinner', 'tonight', '.', 'Delivering', 'till', '4am', '😋😊', 'call', '914-226-8844', 'or', 'order', 'on', 'line', 'Ubereats', ',', 'Grubhub', ',', 'Postmates', 'or', 'DoorDash', '.', 'Check', 'out', 'our', 'menu', '@', 'thechippertruck.com', 'click', 'on', 'services', '@', 'The', 'Chipper', 'Truck', 'Cafe', '-', 'Yonkers', 'https', ':', '//www.instagram.com/p/CBoul72JZqt/', '?', 'igshid=ckus1x0kby6j']","['dinner', 'tonight', 'delivering', 'till', '4am', '😋😊', 'call', '914-226-8844', 'order', 'line', 'ubereats', 'grubhub', 'postmates', 'doordash', 'check', 'menu', 'thechippertruck.com', 'click', 'service', 'chipper', 'truck', 'cafe', 'yonkers', 'https', '//www.instagram.com/p/cboul72jzqt/', 'igshid=ckus1x0kby6j']",Positive,0.158,0.0,0.842,0.7184,Positive
373,New York,Unlimited Mimosas are back! Tag a friend that needs one 🥂⁣ 👉90 minutes for $20⁣ 👉Open till midnight ⁣ ⁣ ✅Outside Seating⁣ ✅Takeout⁣ ✅Grub Hub⁣ ✅Door Dash⁣ ✅Uber Eats⁣ ,2020-06-19 23:52:52+00:00,,https://twitter.com/KtbCoffeeshop/status/1274128043796201473,,"['Unlimited', 'Mimosas', 'are', 'back', '!', 'Tag', 'a', 'friend', 'that', 'needs', 'one', '🥂\u2063', '👉90', 'minutes', 'for', '$', '20\u2063', '👉Open', 'till', 'midnight', '\u2063', '\u2063', '✅Outside', 'Seating\u2063', '✅Takeout\u2063', '✅Grub', 'Hub\u2063', '✅Door', 'Dash\u2063', '✅Uber', 'Eats\u2063']","['unlimited', 'mimosas', 'back', 'tag', 'friend', 'need', 'one', '🥂\u2063', '👉90', 'minute', '20\u2063', '👉open', 'till', 'midnight', '\u2063', '\u2063', '✅outside', 'seating\u2063', '✅takeout\u2063', '✅grub', 'hub\u2063', '✅door', 'dash\u2063', '✅uber', 'eats\u2063']",Positive,0.056,0.0,0.944,0.4939,Positive
374,New York,This kid is ordering uber eats non stop. Lol,2020-06-19 23:07:13+00:00,,https://twitter.com/beckyg504/status/1274116554842652672,,"['This', 'kid', 'is', 'ordering', 'uber', 'eats', 'non', 'stop', '.', 'Lol']","['kid', 'order', 'uber', 'eats', 'non', 'stop', 'lol']",Negative,0.273,0.24,0.487,0.0865,Positive
375,New York,uber eats driver thought he was slick taking his time because it says he’s on a bike but he’s really in a car 😡,2020-06-19 22:38:36+00:00,,https://twitter.com/nyahmichele/status/1274109353960919045,,"['uber', 'eats', 'driver', 'thought', 'he', 'was', 'slick', 'taking', 'his', 'time', 'because', 'it', 'says', 'he', '’', 's', 'on', 'a', 'bike', 'but', 'he', '’', 's', 'really', 'in', 'a', 'car', '😡']","['uber', 'eats', 'driver', 'think', 'slick', 'take', 'time', 'say', '’', 'bike', '’', 'really', 'car', '😡']",Negative,0.0,0.0,1.0,0.0,Positive
