tweet_count,city,body,date,hashtags,link,geo,tokenized,lematized,tweets_str,cleaned
465,New York,Yummy snacks at the chipper. Open 24/7 delivering till 1am. Uber eats postmates and DoorDash all night 😋. Call 914-226-8844 @The Chipper Truck Cafe - Yonkers https://www.instagram.com/p/CCZ4-2pplvJ/?igshid=1cnyy6skguuxe,2020-07-09 02:27:16+00:00,,https://twitter.com/chipper_c/status/1281052268071211013,,"['Yummy', 'snacks', 'at', 'the', 'chipper', '.', 'Open', '24/7', 'delivering', 'till', '1am', '.', 'Uber', 'eats', 'postmates', 'and', 'DoorDash', 'all', 'night', '😋', '.', 'Call', '914-226-8844', '@', 'The', 'Chipper', 'Truck', 'Cafe', '-', 'Yonkers', 'https', ':', '//www.instagram.com/p/CCZ4-2pplvJ/', '?', 'igshid=1cnyy6skguuxe']","['Yummy', 'snack', 'at', 'the', 'chipper', '.', 'Open', '24/7', 'deliver', 'till', '1am', '.', 'Uber', 'eat', 'postmates', 'and', 'DoorDash', 'all', 'night', '😋', '.', 'Call', '914-226-8844', '@', 'The', 'Chipper', 'Truck', 'Cafe', '-', 'Yonkers', 'https', ':', '//www.instagram.com/p/CCZ4-2pplvJ/', '?', 'igshid=1cnyy6skguuxe']","Yummy,snack,at,the,chipper,.,Open,24/7,deliver,till,1am,.,Uber,eat,postmates,and,DoorDash,all,night,😋,.,Call,914-226-8844,@,The,Chipper,Truck,Cafe,-,Yonkers,https,:,//www.instagram.com/p/CCZ4-2pplvJ/,?,igshid=1cnyy6skguuxe","Yummy,snack,,,chipper,.,Open,24/7,deliver,till,1am,.,Uber,eat,postmates,,DoorDash,,night,😋,.,Call,914-226-8844,@,The,Chipper,Truck,Cafe,-,Yonkers,https,:,//www.instagram.com/p/CCZ4-2pplvJ/,?,igshid=1cnyy6skguuxe"
466,New York,my uber eats nigga been at cold stones for 30 minutes. nigga bout his bread,2020-07-09 00:18:36+00:00,,https://twitter.com/greatbroccoli/status/1281019889654927360,,"['my', 'uber', 'eats', 'nigga', 'been', 'at', 'cold', 'stones', 'for', '30', 'minutes', '.', 'nigga', 'bout', 'his', 'bread']","['my', 'uber', 'eats', 'nigga', 'be', 'at', 'cold', 'stone', 'for', '30', 'minute', '.', 'nigga', 'bout', 'his', 'bread']","my,uber,eats,nigga,be,at,cold,stone,for,30,minute,.,nigga,bout,his,bread",",uber,eats,nigga,,,cold,stone,,30,minute,.,nigga,bout,,bread"
467,New York,Idk what message Uber eats is trying to give me... ,2020-07-08 23:33:38+00:00,,https://twitter.com/ZayyTheRapper/status/1281008571371659264,,"['Idk', 'what', 'message', 'Uber', 'eats', 'is', 'trying', 'to', 'give', 'me', '...']","['Idk', 'what', 'message', 'Uber', 'eat', 'be', 'try', 'to', 'give', 'me', '...']","Idk,what,message,Uber,eat,be,try,to,give,me,...","Idk,,message,Uber,eat,,try,,give,,..."
468,New York,"@casabx Presents Patio Thursday’s We are open! Outdoor seating available! Open From 1:30pm - 11pm Music From 6:00pm - 10:pm Available for curbside orders, Uber Eats, Postmates and Door Dash Call… https://www.instagram.com/p/CCZPtdSJlEs/?igshid=14k6fmf3m6wcv",2020-07-08 20:26:35+00:00,,https://twitter.com/djyankeenyc1/status/1280961502346973191,,"['@', 'casabx', 'Presents', 'Patio', 'Thursday', '’', 's', 'We', 'are', 'open', '!', 'Outdoor', 'seating', 'available', '!', 'Open', 'From', '1:30pm', '-', '11pm', 'Music', 'From', '6:00pm', '-', '10', ':', 'pm', 'Available', 'for', 'curbside', 'orders', ',', 'Uber', 'Eats', ',', 'Postmates', 'and', 'Door', 'Dash', 'Call…', 'https', ':', '//www.instagram.com/p/CCZPtdSJlEs/', '?', 'igshid=14k6fmf3m6wcv']","['@', 'casabx', 'Presents', 'Patio', 'Thursday', '’', 's', 'We', 'be', 'open', '!', 'Outdoor', 'seat', 'available', '!', 'Open', 'From', '1:30pm', '-', '11pm', 'Music', 'From', '6:00pm', '-', '10', ':', 'pm', 'Available', 'for', 'curbside', 'order', ',', 'Uber', 'Eats', ',', 'Postmates', 'and', 'Door', 'Dash', 'Call…', 'http', ':', '//www.instagram.com/p/CCZPtdSJlEs/', '?', 'igshid=14k6fmf3m6wcv']","@,casabx,Presents,Patio,Thursday,’,s,We,be,open,!,Outdoor,seat,available,!,Open,From,1:30pm,-,11pm,Music,From,6:00pm,-,10,:,pm,Available,for,curbside,order,,,Uber,Eats,,,Postmates,and,Door,Dash,Call…,http,:,//www.instagram.com/p/CCZPtdSJlEs/,?,igshid=14k6fmf3m6wcv","@,casabx,Presents,Patio,Thursday,’,,We,,open,!,Outdoor,seat,available,!,Open,From,1:30pm,-,11pm,Music,From,6:00pm,-,10,:,pm,Available,,curbside,order,,,Uber,Eats,,,Postmates,,Door,Dash,Call…,http,:,//www.instagram.com/p/CCZPtdSJlEs/,?,igshid=14k6fmf3m6wcv"
469,New York,"@McDonalds @McDonaldsCorp hey just want to give a compliment to the staff at my local McDonald’s. I frequent as an Uber Eats driver and customer 2240 Flatbush Ave in Brooklyn Ny. Wendell the manager and the staff at all hours are very professional, friendly and helpful! 🙏🏼",2020-07-08 14:44:23+00:00,,https://twitter.com/waterblocknyc/status/1280875381868900354,,"['@', 'McDonalds', '@', 'McDonaldsCorp', 'hey', 'just', 'want', 'to', 'give', 'a', 'compliment', 'to', 'the', 'staff', 'at', 'my', 'local', 'McDonald', '’', 's', '.', 'I', 'frequent', 'as', 'an', 'Uber', 'Eats', 'driver', 'and', 'customer', '2240', 'Flatbush', 'Ave', 'in', 'Brooklyn', 'Ny', '.', 'Wendell', 'the', 'manager', 'and', 'the', 'staff', 'at', 'all', 'hours', 'are', 'very', 'professional', ',', 'friendly', 'and', 'helpful', '!', '🙏🏼']","['@', 'McDonalds', '@', 'McDonaldsCorp', 'hey', 'just', 'want', 'to', 'give', 'a', 'compliment', 'to', 'the', 'staff', 'at', 'my', 'local', 'McDonald', '’', 's', '.', 'I', 'frequent', 'as', 'an', 'Uber', 'Eats', 'driver', 'and', 'customer', '2240', 'Flatbush', 'Ave', 'in', 'Brooklyn', 'Ny', '.', 'Wendell', 'the', 'manager', 'and', 'the', 'staff', 'at', 'all', 'hour', 'be', 'very', 'professional', ',', 'friendly', 'and', 'helpful', '!', '🙏🏼']","@,McDonalds,@,McDonaldsCorp,hey,just,want,to,give,a,compliment,to,the,staff,at,my,local,McDonald,’,s,.,I,frequent,as,an,Uber,Eats,driver,and,customer,2240,Flatbush,Ave,in,Brooklyn,Ny,.,Wendell,the,manager,and,the,staff,at,all,hour,be,very,professional,,,friendly,and,helpful,!,🙏🏼","@,McDonalds,@,McDonaldsCorp,hey,,want,,give,,compliment,,,staff,,,local,McDonald,’,,.,I,frequent,,,Uber,Eats,driver,,customer,2240,Flatbush,Ave,,Brooklyn,Ny,.,Wendell,,manager,,,staff,,,hour,,,professional,,,friendly,,helpful,!,🙏🏼"
470,New York,"Open TODAY from 11:30-2:30PM on Sussex and Hudson and TONIGHT cancolofts on Dey and Senate from 5-8PM. PICK-UP ☎️(551)206-2060 and DELIVERY via grubhub, seamless and UberEats (UberEats only for dinner and lunch) @… https://www.instagram.com/p/CCYnYZkDcSo/?igshid=stsmnckddjhg",2020-07-08 14:34:14+00:00,,https://twitter.com/noforksgivennj/status/1280872827961380864,,"['Open', 'TODAY', 'from', '11:30-2:30PM', 'on', 'Sussex', 'and', 'Hudson', 'and', 'TONIGHT', 'cancolofts', 'on', 'Dey', 'and', 'Senate', 'from', '5-8PM', '.', 'PICK-UP', '☎️', '(', '551', ')', '206-2060', 'and', 'DELIVERY', 'via', 'grubhub', ',', 'seamless', 'and', 'UberEats', '(', 'UberEats', 'only', 'for', 'dinner', 'and', 'lunch', ')', '@', '…', 'https', ':', '//www.instagram.com/p/CCYnYZkDcSo/', '?', 'igshid=stsmnckddjhg']","['Open', 'TODAY', 'from', '11:30-2:30PM', 'on', 'Sussex', 'and', 'Hudson', 'and', 'TONIGHT', 'cancolofts', 'on', 'Dey', 'and', 'Senate', 'from', '5-8PM', '.', 'PICK-UP', '☎️', '(', '551', ')', '206-2060', 'and', 'DELIVERY', 'via', 'grubhub', ',', 'seamless', 'and', 'UberEats', '(', 'UberEats', 'only', 'for', 'dinner', 'and', 'lunch', ')', '@', '…', 'http', ':', '//www.instagram.com/p/CCYnYZkDcSo/', '?', 'igshid=stsmnckddjhg']","Open,TODAY,from,11:30-2:30PM,on,Sussex,and,Hudson,and,TONIGHT,cancolofts,on,Dey,and,Senate,from,5-8PM,.,PICK-UP,☎️,(,551,),206-2060,and,DELIVERY,via,grubhub,,,seamless,and,UberEats,(,UberEats,only,for,dinner,and,lunch,),@,…,http,:,//www.instagram.com/p/CCYnYZkDcSo/,?,igshid=stsmnckddjhg","Open,TODAY,,11:30-2:30PM,,Sussex,,Hudson,,TONIGHT,cancolofts,,Dey,,Senate,,5-8PM,.,PICK-UP,☎️,(,551,),206-2060,,DELIVERY,via,grubhub,,,seamless,,UberEats,(,UberEats,,,dinner,,lunch,),@,…,http,:,//www.instagram.com/p/CCYnYZkDcSo/,?,igshid=stsmnckddjhg"
471,New York,Damn bruh can't do no damn UberEats? ,2020-07-08 03:56:14+00:00,,https://twitter.com/Modesto_18/status/1280712270675402752,,"['Damn', 'bruh', 'ca', ""n't"", 'do', 'no', 'damn', 'UberEats', '?']","['Damn', 'bruh', 'ca', ""n't"", 'do', 'no', 'damn', 'UberEats', '?']","Damn,bruh,ca,n't,do,no,damn,UberEats,?","Damn,bruh,ca,n',,,damn,UberEats,?"
472,New York,An app like Uber eats but the driver stays to chat and eat with you,2020-07-08 01:58:40+00:00,,https://twitter.com/BCS456/status/1280682682591174656,,"['An', 'app', 'like', 'Uber', 'eats', 'but', 'the', 'driver', 'stays', 'to', 'chat', 'and', 'eat', 'with', 'you']","['An', 'app', 'like', 'Uber', 'eats', 'but', 'the', 'driver', 'stay', 'to', 'chat', 'and', 'eat', 'with', 'you']","An,app,like,Uber,eats,but,the,driver,stay,to,chat,and,eat,with,you","An,app,like,Uber,eats,,,driver,stay,,chat,,eat,,"
473,New York,"There is an outage due to some fire in the neighborhood, all phone lines are down, you can still order through Grubhub or UberEats’s @bricklanecurry bricklaneusa eastvillage.resident eastvillageneighbors… https://www.instagram.com/p/CCXQEeLnsiW/?igshid=1e704illcz7av",2020-07-08 01:51:15+00:00,,https://twitter.com/bricklanecurry/status/1280680817761619968,,"['There', 'is', 'an', 'outage', 'due', 'to', 'some', 'fire', 'in', 'the', 'neighborhood', ',', 'all', 'phone', 'lines', 'are', 'down', ',', 'you', 'can', 'still', 'order', 'through', 'Grubhub', 'or', 'UberEats', '’', 's', '@', 'bricklanecurry', 'bricklaneusa', 'eastvillage.resident', 'eastvillageneighbors…', 'https', ':', '//www.instagram.com/p/CCXQEeLnsiW/', '?', 'igshid=1e704illcz7av']","['There', 'be', 'an', 'outage', 'due', 'to', 'some', 'fire', 'in', 'the', 'neighborhood', ',', 'all', 'phone', 'line', 'be', 'down', ',', 'you', 'can', 'still', 'order', 'through', 'Grubhub', 'or', 'UberEats', '’', 's', '@', 'bricklanecurry', 'bricklaneusa', 'eastvillage.resident', 'eastvillageneighbors…', 'http', ':', '//www.instagram.com/p/CCXQEeLnsiW/', '?', 'igshid=1e704illcz7av']","There,be,an,outage,due,to,some,fire,in,the,neighborhood,,,all,phone,line,be,down,,,you,can,still,order,through,Grubhub,or,UberEats,’,s,@,bricklanecurry,bricklaneusa,eastvillage.resident,eastvillageneighbors…,http,:,//www.instagram.com/p/CCXQEeLnsiW/,?,igshid=1e704illcz7av","There,,,outage,due,,,fire,,,neighborhood,,,,phone,line,,,,,,,still,order,,Grubhub,,UberEats,’,,@,bricklanecurry,bricklaneusa,eastvillage.resident,eastvillageneighbors…,http,:,//www.instagram.com/p/CCXQEeLnsiW/,?,igshid=1e704illcz7av"
474,New York,"Sooooo, we noticed that @UberEats has a glitch with the Black owned restaurant directory.",2020-07-07 23:35:20+00:00,,https://twitter.com/JazzShoots/status/1280646611677437953,,"['Sooooo', ',', 'we', 'noticed', 'that', '@', 'UberEats', 'has', 'a', 'glitch', 'with', 'the', 'Black', 'owned', 'restaurant', 'directory', '.']","['Sooooo', ',', 'we', 'notice', 'that', '@', 'UberEats', 'have', 'a', 'glitch', 'with', 'the', 'Black', 'own', 'restaurant', 'directory', '.']","Sooooo,,,we,notice,that,@,UberEats,have,a,glitch,with,the,Black,own,restaurant,directory,.","Sooooo,,,,notice,,@,UberEats,,,glitch,,,Black,,restaurant,directory,."
475,New York,I want to order some UberEats so bad but I got like 12 meal kits from HelloFresh in my fridge that I need to cook! 🤦🏽‍♂️,2020-07-07 22:00:56+00:00,,https://twitter.com/_heartbreakred/status/1280622858386001923,,"['I', 'want', 'to', 'order', 'some', 'UberEats', 'so', 'bad', 'but', 'I', 'got', 'like', '12', 'meal', 'kits', 'from', 'HelloFresh', 'in', 'my', 'fridge', 'that', 'I', 'need', 'to', 'cook', '!', '🤦🏽\u200d♂️']","['I', 'want', 'to', 'order', 'some', 'UberEats', 'so', 'bad', 'but', 'I', 'get', 'like', '12', 'meal', 'kit', 'from', 'HelloFresh', 'in', 'my', 'fridge', 'that', 'I', 'need', 'to', 'cook', '!', '🤦🏽\u200d♂️']","I,want,to,order,some,UberEats,so,bad,but,I,get,like,12,meal,kit,from,HelloFresh,in,my,fridge,that,I,need,to,cook,!,🤦🏽‍♂️","I,want,,order,,UberEats,,bad,,I,get,like,12,meal,kit,,HelloFresh,,,fridge,,I,need,,cook,!,🤦🏽‍♂️"
476,New York,Who wants to bless me w 20 for uber eats? My dad is on his way to the ER and i dont have the strength to cook or order pick up):,2020-07-07 20:56:19+00:00,,https://twitter.com/lowkeydiligent/status/1280606593873334272,,"['Who', 'wants', 'to', 'bless', 'me', 'w', '20', 'for', 'uber', 'eats', '?', 'My', 'dad', 'is', 'on', 'his', 'way', 'to', 'the', 'ER', 'and', 'i', 'dont', 'have', 'the', 'strength', 'to', 'cook', 'or', 'order', 'pick', 'up', ')', ':']","['Who', 'want', 'to', 'bless', 'me', 'w', '20', 'for', 'uber', 'eats', '?', 'My', 'dad', 'be', 'on', 'his', 'way', 'to', 'the', 'ER', 'and', 'i', 'dont', 'have', 'the', 'strength', 'to', 'cook', 'or', 'order', 'pick', 'up', ')', ':']","Who,want,to,bless,me,w,20,for,uber,eats,?,My,dad,be,on,his,way,to,the,ER,and,i,dont,have,the,strength,to,cook,or,order,pick,up,),:","Who,want,,bless,,w,20,,uber,eats,?,My,dad,,,,way,,,ER,,,dont,,,strength,,cook,,order,pick,,),:"
477,New York,"We are live on GrubHub, UberEats, and Doordash! Order for dinner. We're about to have some palak paneer.",2020-07-07 20:50:06+00:00,,https://twitter.com/ChapatiManNY/status/1280605031507640321,,"['We', 'are', 'live', 'on', 'GrubHub', ',', 'UberEats', ',', 'and', 'Doordash', '!', 'Order', 'for', 'dinner', '.', 'We', ""'re"", 'about', 'to', 'have', 'some', 'palak', 'paneer', '.']","['We', 'be', 'live', 'on', 'GrubHub', ',', 'UberEats', ',', 'and', 'Doordash', '!', 'Order', 'for', 'dinner', '.', 'We', ""'re"", 'about', 'to', 'have', 'some', 'palak', 'paneer', '.']","We,be,live,on,GrubHub,,,UberEats,,,and,Doordash,!,Order,for,dinner,.,We,'re,about,to,have,some,palak,paneer,.","We,,live,,GrubHub,,,UberEats,,,,Doordash,!,Order,,dinner,.,We,',,,,,palak,paneer,."
478,New York,ordering uber eats to the mall is a mission and a half 🤦🏽‍♀️,2020-07-07 20:48:20+00:00,,https://twitter.com/nikaurisnicole/status/1280604587242803213,,"['ordering', 'uber', 'eats', 'to', 'the', 'mall', 'is', 'a', 'mission', 'and', 'a', 'half', '🤦🏽\u200d♀️']","['order', 'uber', 'eats', 'to', 'the', 'mall', 'be', 'a', 'mission', 'and', 'a', 'half', '🤦🏽\u200d♀️']","order,uber,eats,to,the,mall,be,a,mission,and,a,half,🤦🏽‍♀️","order,uber,eats,,,mall,,,mission,,,half,🤦🏽‍♀️"
479,New York,I Go Through Acorns To Order From UberEats So I Can Get Money Back For Investing,2020-07-07 19:26:56+00:00,,https://twitter.com/Official__Riz/status/1280584102962495493,,"['I', 'Go', 'Through', 'Acorns', 'To', 'Order', 'From', 'UberEats', 'So', 'I', 'Can', 'Get', 'Money', 'Back', 'For', 'Investing']","['I', 'Go', 'Through', 'Acorns', 'To', 'Order', 'From', 'UberEats', 'So', 'I', 'Can', 'Get', 'Money', 'Back', 'For', 'Investing']","I,Go,Through,Acorns,To,Order,From,UberEats,So,I,Can,Get,Money,Back,For,Investing","I,Go,Through,Acorns,To,Order,From,UberEats,So,I,Can,Get,Money,Back,For,Investing"
480,New York,@UberEats ive literally been contacting you guys for the past 40 mins in regards to my order. @Chipotle was very nice and explain they will redo my order and to have ubder pick it up. I have yet to evem get a mag back from ya. This is ridiculous.,2020-07-07 19:12:33+00:00,,https://twitter.com/gabbiestevez409/status/1280580482430840833,,"['@', 'UberEats', 'ive', 'literally', 'been', 'contacting', 'you', 'guys', 'for', 'the', 'past', '40', 'mins', 'in', 'regards', 'to', 'my', 'order', '.', '@', 'Chipotle', 'was', 'very', 'nice', 'and', 'explain', 'they', 'will', 'redo', 'my', 'order', 'and', 'to', 'have', 'ubder', 'pick', 'it', 'up', '.', 'I', 'have', 'yet', 'to', 'evem', 'get', 'a', 'mag', 'back', 'from', 'ya', '.', 'This', 'is', 'ridiculous', '.']","['@', 'UberEats', 'ive', 'literally', 'be', 'contact', 'you', 'guy', 'for', 'the', 'past', '40', 'min', 'in', 'regard', 'to', 'my', 'order', '.', '@', 'Chipotle', 'be', 'very', 'nice', 'and', 'explain', 'they', 'will', 'redo', 'my', 'order', 'and', 'to', 'have', 'ubder', 'pick', 'it', 'up', '.', 'I', 'have', 'yet', 'to', 'evem', 'get', 'a', 'mag', 'back', 'from', 'ya', '.', 'This', 'be', 'ridiculous', '.']","@,UberEats,ive,literally,be,contact,you,guy,for,the,past,40,min,in,regard,to,my,order,.,@,Chipotle,be,very,nice,and,explain,they,will,redo,my,order,and,to,have,ubder,pick,it,up,.,I,have,yet,to,evem,get,a,mag,back,from,ya,.,This,be,ridiculous,.","@,UberEats,ive,literally,,contact,,guy,,,past,40,min,,regard,,,order,.,@,Chipotle,,,nice,,explain,,,redo,,order,,,,ubder,pick,,,.,I,,yet,,evem,get,,mag,back,,ya,.,This,,ridiculous,."
481,New York,"Open TODAY from 11:30-3PM on Sussex and Hudson! PICK-UP ☎️(551)206-2060 and DELIVERY via Grubhub, UberEats and Seamless #letsgetit #buttermilkfriedchicken #sandwich #lunchtime #paulushook @Paulus Hook Ferry Terminal https://www.instagram.com/p/CCV_bSWjv0X/?igshid=syrg6sdk3s6t",2020-07-07 14:06:37+00:00,#letsgetit #buttermilkfriedchicken #sandwich #lunchtime #paulushook,https://twitter.com/noforksgivennj/status/1280503489467219969,,"['Open', 'TODAY', 'from', '11:30-3PM', 'on', 'Sussex', 'and', 'Hudson', '!', 'PICK-UP', '☎️', '(', '551', ')', '206-2060', 'and', 'DELIVERY', 'via', 'Grubhub', ',', 'UberEats', 'and', 'Seamless', '#', 'letsgetit', '#', 'buttermilkfriedchicken', '#', 'sandwich', '#', 'lunchtime', '#', 'paulushook', '@', 'Paulus', 'Hook', 'Ferry', 'Terminal', 'https', ':', '//www.instagram.com/p/CCV_bSWjv0X/', '?', 'igshid=syrg6sdk3s6t']","['Open', 'TODAY', 'from', '11:30-3PM', 'on', 'Sussex', 'and', 'Hudson', '!', 'PICK-UP', '☎️', '(', '551', ')', '206-2060', 'and', 'DELIVERY', 'via', 'Grubhub', ',', 'UberEats', 'and', 'Seamless', '#', 'letsgetit', '#', 'buttermilkfriedchicken', '#', 'sandwich', '#', 'lunchtime', '#', 'paulushook', '@', 'Paulus', 'Hook', 'Ferry', 'Terminal', 'http', ':', '//www.instagram.com/p/CCV_bSWjv0X/', '?', 'igshid=syrg6sdk3s6t']","Open,TODAY,from,11:30-3PM,on,Sussex,and,Hudson,!,PICK-UP,☎️,(,551,),206-2060,and,DELIVERY,via,Grubhub,,,UberEats,and,Seamless,#,letsgetit,#,buttermilkfriedchicken,#,sandwich,#,lunchtime,#,paulushook,@,Paulus,Hook,Ferry,Terminal,http,:,//www.instagram.com/p/CCV_bSWjv0X/,?,igshid=syrg6sdk3s6t","Open,TODAY,,11:30-3PM,,Sussex,,Hudson,!,PICK-UP,☎️,(,551,),206-2060,,DELIVERY,via,Grubhub,,,UberEats,,Seamless,#,letsgetit,#,buttermilkfriedchicken,#,sandwich,#,lunchtime,#,paulushook,@,Paulus,Hook,Ferry,Terminal,http,:,//www.instagram.com/p/CCV_bSWjv0X/,?,igshid=syrg6sdk3s6t"
482,New York,the amount of money i spend on Uber eats omg.. i wanna smack myself,2020-07-07 04:23:05+00:00,,https://twitter.com/ohmiaaa_/status/1280356640051671041,,"['the', 'amount', 'of', 'money', 'i', 'spend', 'on', 'Uber', 'eats', 'omg..', 'i', 'wan', 'na', 'smack', 'myself']","['the', 'amount', 'of', 'money', 'i', 'spend', 'on', 'Uber', 'eats', 'omg..', 'i', 'wan', 'na', 'smack', 'myself']","the,amount,of,money,i,spend,on,Uber,eats,omg..,i,wan,na,smack,myself",",amount,,money,,spend,,Uber,eats,omg..,,wan,na,smack,"
483,New York,I really had Uber Eats deliver new half a dozen donuts today,2020-07-07 04:14:28+00:00,,https://twitter.com/jennifreda/status/1280354470048813057,,"['I', 'really', 'had', 'Uber', 'Eats', 'deliver', 'new', 'half', 'a', 'dozen', 'donuts', 'today']","['I', 'really', 'have', 'Uber', 'Eats', 'deliver', 'new', 'half', 'a', 'dozen', 'donut', 'today']","I,really,have,Uber,Eats,deliver,new,half,a,dozen,donut,today","I,really,,Uber,Eats,deliver,new,half,,dozen,donut,today"
484,New York,"Someone or anyone, @UberEats me some fries from @McDonalds 🍟",2020-07-07 03:36:07+00:00,,https://twitter.com/EricsVisual/status/1280344820536487937,,"['Someone', 'or', 'anyone', ',', '@', 'UberEats', 'me', 'some', 'fries', 'from', '@', 'McDonalds', '🍟']","['Someone', 'or', 'anyone', ',', '@', 'UberEats', 'me', 'some', 'fry', 'from', '@', 'McDonalds', '🍟']","Someone,or,anyone,,,@,UberEats,me,some,fry,from,@,McDonalds,🍟","Someone,,anyone,,,@,UberEats,,,fry,,@,McDonalds,🍟"
485,New York,#summerday #monday #ubereats 通常運転😗 More gears for vlogging 📹 Left: Sony Wireless Shooting Grip Right: Sony ZV-1 揃え始めるともっともっと欲しくなるやつ。 これはYouTuber初心者には正にa must have… https://www.instagram.com/p/CCUxa9kDTdo/?igshid=1c1iaz39odibh,2020-07-07 02:44:58+00:00,#summerday #monday #ubereats,https://twitter.com/tkn921/status/1280331949530402816,,"['#', 'summerday', '#', 'monday', '#', 'ubereats', '通常運転😗', 'More', 'gears', 'for', 'vlogging', '📹', 'Left', ':', 'Sony', 'Wireless', 'Shooting', 'Grip', 'Right', ':', 'Sony', 'ZV-1', '揃え始めるともっともっと欲しくなるやつ。', 'これはYouTuber初心者には正にa', 'must', 'have…', 'https', ':', '//www.instagram.com/p/CCUxa9kDTdo/', '?', 'igshid=1c1iaz39odibh']","['#', 'summerday', '#', 'monday', '#', 'ubereats', '通常運転😗', 'More', 'gear', 'for', 'vlogging', '📹', 'Left', ':', 'Sony', 'Wireless', 'Shooting', 'Grip', 'Right', ':', 'Sony', 'ZV-1', '揃え始めるともっともっと欲しくなるやつ。', 'これはYouTuber初心者には正にa', 'must', 'have…', 'http', ':', '//www.instagram.com/p/CCUxa9kDTdo/', '?', 'igshid=1c1iaz39odibh']","#,summerday,#,monday,#,ubereats,通常運転😗,More,gear,for,vlogging,📹,Left,:,Sony,Wireless,Shooting,Grip,Right,:,Sony,ZV-1,揃え始めるともっともっと欲しくなるやつ。,これはYouTuber初心者には正にa,must,have…,http,:,//www.instagram.com/p/CCUxa9kDTdo/,?,igshid=1c1iaz39odibh","#,summerday,#,monday,#,ubereats,通常運転😗,More,gear,,vlogging,📹,Left,:,Sony,Wireless,Shooting,Grip,Right,:,Sony,ZV-1,揃え始めるともっともっと欲しくなるやつ。,これはYouTuber初心者には正にa,must,…,http,:,//www.instagram.com/p/CCUxa9kDTdo/,?,igshid=1c1iaz39odibh"
