tweet_count,city,body,date,hashtags,link,geo
886,New York,"Pedi ubereats y ya estoy esperando al repartidor recargado en el piano. #EstaNocheVoyACenar en New York City, N.Y. https://www.instagram.com/p/CA1sResHOOx/?igshid=nu7rynq37n8f",2020-05-31 04:32:09+00:00,#EstaNocheVoyACenar,https://twitter.com/jantonioaviles/status/1266950569899540481,
887,New York,son I want a fucking snack wrap why that shit not on uber eats,2020-05-31 02:40:28+00:00,,https://twitter.com/theashab_/status/1266922465076396032,
888,New York,Hi! Get $7 off your first order at Uber Eats and I’ll get something too. Use eats-odilonj11ue at checkout. 🎁🌮🍕🍜 http://ubr.to/EatsGiveGet,2020-05-31 00:48:23+00:00,,https://twitter.com/Odilon_Jimenez/status/1266894257547329536,
889,New York,Just spent $50 on Uber eats for cookies and pastries who am I,2020-05-31 00:40:42+00:00,,https://twitter.com/roseannateresa/status/1266892322534547458,
890,New York,"I wore your blue Giants 13 T shirt in East Orange NJ today because I deliver Uber Eats and I look like a cop. Makes me feel better if I wear it cuz it shows I’m no racist. I also have 2 of yours, Saquon’s and V Cruz’s jerseys that I do the same with.",2020-05-30 23:51:53+00:00,,https://twitter.com/trump2jail2020/status/1266880041184628746,
891,New York,"#supportlocal with some #pitaya We also have delivery services 🚚 #ubereats #grubhub #doordash #MyPandemicSurvivalPlan should include sanitizer , food , water , toilet paper and of course Creations 🍦✅ @Creations… https://www.instagram.com/p/CA0rFDnjPDY/?igshid=1bghhqfuvp9i",2020-05-30 19:02:27+00:00,#supportlocal #pitaya #ubereats #grubhub #doordash #MyPandemicSurvivalPlan,https://twitter.com/creationsyogurt/status/1266807202133823489,
892,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #SATURDAYS 12PM-2AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats… https://www.instagram.com/p/CA0j2RJHfaL/?igshid=1tvbajepc8cyi,2020-05-30 18:08:16+00:00,#SATURDAYS #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats,https://twitter.com/FlamingoMantra/status/1266793564979298304,
893,New York,Chef Kia here till 7pm #today #SomeGoodFood #openfordelivery #openfortakeout #ubereats #doordash #grubhub #and #postmates #shopsmall #shoplocal #essexcountynj – at Some Good Food,2020-05-30 17:08:30+00:00,#today #SomeGoodFood #openfordelivery #openfortakeout #ubereats #doordash #grubhub #and #postmates #shopsmall #shoplocal #essexcountynj,https://twitter.com/SomeGoodFood1/status/1266778524590931968,
894,New York,"Lox Nova with cream cheese, onions and cappers wrapped in a bagel bagel_creations ubereats #supersinghs🙏🏽🕉🇺🇸 @Shawn’s Fortress of Solitude https://www.instagram.com/p/CA0PbvrDPy4yC7lVPPpY4XD_GTIBwvVQgimJDM0/?igshid=rj172jaed675",2020-05-30 15:00:55+00:00,#supersinghs,https://twitter.com/KismetsbShawn/status/1266746417802031105,
895,New York,Shop is OPEN til 4pm for take-out & delivery @ubereats @doordash @postmates Thanks @bergen_lafaytte_moms_ for 📸 #MordisSandwichShop #JerseyCity #saturday #weekend #breakfast #lunch #takeout #delivery,2020-05-30 14:41:41+00:00,#MordisSandwichShop #JerseyCity #saturday #weekend #breakfast #lunch #takeout #delivery,https://twitter.com/MordisFoodTruck/status/1266741576665116672,
896,New York,Breakfast @PatersonJammin #UBEREATS🇯🇲 502 BROADWAY PATERSON #montclair #montclairstateuniversity #mahwah #williampatersonuniversity #wpu #elmwoodparknj #ridgewoodnj #restaurantnearme #totowa #hackensacknj #nygiants… https://www.instagram.com/p/CA0EbLVgZMI/?igshid=l5lhaaf0o5un,2020-05-30 13:24:56+00:00,#UBEREATS #montclair #montclairstateuniversity #mahwah #williampatersonuniversity #wpu #elmwoodparknj #ridgewoodnj #restaurantnearme #totowa #hackensacknj #nygiants,https://twitter.com/PatersonJammin/status/1266722263849631745,
897,New York,Got bae and I Starbucks order on uber eats waiting for him to wake up to hit send,2020-05-30 12:55:56+00:00,,https://twitter.com/PrincessCiaraa_/status/1266714962078109696,
898,New York,"Korean BBQ Cheesesteak 🔥 Open TODAY from 4:30-7:30PM on Sussex and Hudson! PICK-UP☎️(551)206-2060. DELIVERY available via Grubhub, UberEats and Seamless #dinnerideas #letsgetit #deliciouseats #koreanfood… https://www.instagram.com/p/CAz9qKUjAVJ/?igshid=1weg1wevari8m",2020-05-30 12:25:35+00:00,#dinnerideas #letsgetit #deliciouseats #koreanfood,https://twitter.com/noforksgivennj/status/1266707326670495744,
899,New York,Every place im trying to order from on Uber eats is selling out of what I want. Guess it’s sleep for dinner,2020-05-30 03:49:27+00:00,,https://twitter.com/Scamron_Giles/status/1266577437510549504,
900,New York,"Si saben que uber eats debe pagarle a los chóferes ¿verdad? Y esos choferes pagan gasolina y desgaste de autos, etc. Con eso los restaurantes gastan menos en lo necesario para hacer enrregar a docimilio y además disponen de muchos chóferes a su servicio.",2020-05-30 01:36:28+00:00,,https://twitter.com/cheli89/status/1266543969716101121,
901,New York,I do t even want to know what an UberEats is after this quarantine is lifted.,2020-05-30 00:48:47+00:00,,https://twitter.com/w_raphael_/status/1266531969585876992,
902,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #FRIDAYS 12PM-2AM! . ✅FIND US ON #UBEREATS OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats… https://www.instagram.com/p/CAyJ3FinGt8/?igshid=jg4h5qgs49ak,2020-05-29 19:37:40+00:00,#FRIDAYS #UBEREATS #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats,https://twitter.com/FlamingoMantra/status/1266453676958384129,
903,New York,Daddy and Daughter ☝🏽😋Dessert 🍰Day #workfromhome #financialprofessional #supersinghs🙏🏽🕉🇺🇸 marthascountrybakery ubereats #marthascountrybakery #fhfg @Shawn’s Fortress of Solitude https://www.instagram.com/p/CAyFzeVDVp3uUaEWboQZ8hklI4yCqXRdPWk-qI0/?igshid=12o5kt0jnyaqy,2020-05-29 18:58:17+00:00,#workfromhome #financialprofessional #supersinghs #marthascountrybakery #fhfg,https://twitter.com/KismetsbShawn/status/1266443763934728194,
904,New York,"Friday’s never looked so good! Open from 11:30-4PM on Sussex and Hudson! PICK-UP ☎️(551)206-2060. DELIVERY available via Grubhub, Seamless and UberEats #tgif #letsgetit #cheesy #cheesesteak #lunchtime @Paulus Hook… https://www.instagram.com/p/CAxmSDzDX3I/?igshid=7q13ladgex5b",2020-05-29 14:22:51+00:00,#tgif #letsgetit #cheesy #cheesesteak #lunchtime,https://twitter.com/noforksgivennj/status/1266374448975765506,
905,New York,@BlackjackMullig with @UberEats Mac &amp; cheese Shepard’s pie. Hot and fresh ... amazing!!!! – at Blackjack Mulligan's Public House,2020-05-29 01:13:19+00:00,,https://twitter.com/RobertInNJ/status/1266175756813635590,
906,New York,"Uber Eats canceled my order, so I was forced to drive in my N95 mask to Taco Bell, just like Mongolians used to in their buggies during the bubonic plague",2020-05-29 00:40:04+00:00,,https://twitter.com/dougbies/status/1266167389189820424,
907,New York,Thank you! Hope to see you soon.,2020-05-28 23:30:39+00:00,,https://twitter.com/empanadacity/status/1266149918596567041,
908,New York,"Go get emmysquaredpizza’s “The Essential Burger”, created with @paulscheer for this year’s theburgershowdown with @off_themenu to support @frontlinefoods. Available all weekend on ubereats 🍔👌🏽👌🏽👌🏽 #emmysquaredpizza… https://www.instagram.com/p/CAv8_5eFdhS/?igshid=k9nx28kwoz8k",2020-05-28 23:02:50+00:00,#emmysquaredpizza,https://twitter.com/mikejchau/status/1266142921130156032,
909,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #THURSDAYS 12PM-1AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats… https://www.instagram.com/p/CAv7SMdnVF2/?igshid=1hdbgow2rpcux,2020-05-28 22:49:17+00:00,#THURSDAYS #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats,https://twitter.com/FlamingoMantra/status/1266139511416852482,
910,New York,i wish sandwiches unlimited was on uber eats or some shit !!! i hate going there lol,2020-05-28 21:32:45+00:00,,https://twitter.com/Imani_M97/status/1266120250875092992,
911,New York,Lunchtime... double quarter pounder 🍔 with cheese 🧀 and fries 🍟 mcdonalds #workfromhome #financialprofessional ubereats #supersinghs🙏🏽🕉🇺🇸 @Shawn’s Fortress of Solitude https://www.instagram.com/p/CAvs88mj-DDRDSGNlSpY8DLUiPmo9lRvQRm4jY0/?igshid=igdetorblwsn,2020-05-28 20:42:38+00:00,#workfromhome #financialprofessional #supersinghs,https://twitter.com/KismetsbShawn/status/1266107638703677440,
912,New York,"Come get some Creations Frozen Yogurt take out! We also have delivery services 🚚 #ubereats #grubhub #doordash #MyPandemicSurvivalPlan should include sanitizer , food , water , toilet paper and of course Creations 🍦✅… https://www.instagram.com/p/CAvnFOGDDnB/?igshid=k07y4nj6w6zm",2020-05-28 19:51:19+00:00,#ubereats #grubhub #doordash #MyPandemicSurvivalPlan,https://twitter.com/creationsyogurt/status/1266094721895628800,
913,New York,Uber eats saying these niggas are on bike is so funny to me,2020-05-28 19:45:40+00:00,,https://twitter.com/Inmylegacy__/status/1266093302157398022,
914,New York,"as an Uber Eats driver, I’m all too familiar.",2020-05-28 19:26:48+00:00,,https://twitter.com/trump2jail2020/status/1266088554553360384,
915,New York,Our team is ready to take your orders and bring you your Spuntino favorites! From #tapas to #familymeals to 50% off #wine bottles. What are you in the mood for today? Call us for #curbsidepickup or order #delivery through UberEats and DoorDash #spuntinofoodie #spuntinovino,2020-05-28 18:42:40+00:00,#tapas #familymeals #wine #curbsidepickup #delivery #spuntinofoodie #spuntinovino,https://twitter.com/SpuntinoWineBar/status/1266077446245429249,
916,New York,OMG,2020-05-28 17:47:43+00:00,,https://twitter.com/AlejandraLgs/status/1266063617021161474,
917,New York,"Showing some Brooklyn love ❤️.. rocking out at north 3rd &amp; Bedford Ave. Here till 10pm. #wedeliver 9172929226 or order through grubhub, DoorDash &amp; UberEats ",2020-05-28 17:22:17+00:00,#wedeliver,https://twitter.com/fritesnmeats/status/1266057216395804672,
918,New York,"It’s finally here! This year, we’re celebrating National Burger Day a little differently. We’re so excited to team up with @off_themenu + ubereats to be a part of theburgershowdown and support @frontlinefoods to help… https://www.instagram.com/p/CAvRFefgMvQ/?igshid=s7k1wmtq6vc5",2020-05-28 16:39:07+00:00,,https://twitter.com/derek_orrell/status/1266046355497238528,
919,New York,roghly spent $500+ on ubereats this week already... man I need to start cooking again 🥴🥵🥵,2020-05-28 15:39:11+00:00,,https://twitter.com/rapsamonte/status/1266031272092196864,
920,New York,"Fuertes rumores que habían ofrecido el comercial de Uber Eats a López Gatell, pero no le llegaron al precio. Además Doña Betty quería leer poesía en el piano. Y les dijeron que no.",2020-05-28 15:30:41+00:00,,https://twitter.com/martinezmau/status/1266029132170878976,
921,New York,"IL Cortile is now available for curbside pickup and delivery. Please either call the restaurant at 212.226.6060 or visit us on GrubHub, UberEats, DoorDash, Seamless, Postmates or EZ Cater. We look forward to serving you in the comfort of your homes! Bon Appetit! – at IL Cortile Restaurant",2020-05-28 14:12:36+00:00,,https://twitter.com/ilcortile_nyc/status/1266009482892541958,
922,New York,"Open TODAY from 11:30-2:30PM on Sussex and Hudson. TONIGHT open from 5-8PM @TheBeaconJC or until we run out! PICK-UP ☎️(551)206-2060. DELIVERY available via Grubhub, UberEats and Seamless #buttermilkchicken… https://www.instagram.com/p/CAu8ZJej2pc/?igshid=yeo05mqb2xax",2020-05-28 13:41:41+00:00,#buttermilkchicken,https://twitter.com/noforksgivennj/status/1266001703045935105,
923,New York,Uber eats decepcionándome a las 1:37 am 💔,2020-05-28 05:38:12+00:00,,https://twitter.com/gabriellemelen/status/1265880027339554818,
924,New York,Man if I show you my Postmates and Uber eats ugh,2020-05-28 02:02:26+00:00,,https://twitter.com/ChaseMoreBucks/status/1265825728286937090,
925,New York,Guyanese Chinese House Special Fried Rice with a side oder of Fried Chicken http://hibiscus.restaurant.bar #workfromhome #financialprofessional ubereats #supersinghs🙏🏽🕉🇺🇸 @Shawn’s Fortress of… https://www.instagram.com/p/CAtTFGfjiKIbHTY5iufJ0kHyxWDsBhdVj3OEgc0/?igshid=u8i1ue4raohq,2020-05-27 22:18:05+00:00,#workfromhome #financialprofessional #supersinghs,https://twitter.com/KismetsbShawn/status/1265769269230518272,
926,New York,WE ARE OPEN! All Your Favorite Dishes & Drinks! #WEDNESDAYS 12PM-1AM! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats… https://www.instagram.com/p/CAtIAkwn0mg/?igshid=1w7x6b69tvgj5,2020-05-27 20:45:35+00:00,#WEDNESDAYS #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats,https://twitter.com/FlamingoMantra/status/1265745992772653062,
927,New York,"We will be open tomorrow for takeout and delivery! . Call us to order 718-685-2365 . Or order via: @seamless @grubhub @deliverydotcom ubereats @TryCaviar @Astoria, New York https://www.instagram.com/p/CAszoZ4DDSq/?igshid=pjf13eskeepj",2020-05-27 17:43:16+00:00,,https://twitter.com/PinkNoriAstoria/status/1265700110278762496,
928,New York,Grilling it up at north 3rd & Bedford Ave. Here till 10pm! Call in your orders or order through @Grubhub @UberEats @DoorDash @deliverydotcom @allsetUS,2020-05-27 17:08:02+00:00,,https://twitter.com/fritesnmeats/status/1265691242073149440,
929,New York,"We are open on this beautiful Wednesday until 8. Come enjoy some delicious beer and get some food for lunch or dinner. Stop by the window, order at http://georgekeeley.com or on @grubhub or ubereats. #beerisgood… https://www.instagram.com/p/CAsqDufJ18q/?igshid=y1clhjnhjknk",2020-05-27 16:19:37+00:00,#beerisgood,https://twitter.com/georgekeeleynyc/status/1265679058907602949,
930,New York,"Starting Thursday May 28th IL Cortile will be available for curbside pickup and delivery. Please either call the restaurant at 212.226.6060 or visit us on GrubHub, UberEats, DoorDash, Seamless or EZ Cater. We look forward to serving you in the comfort of your homes! Bon Appetit! – at IL Cortile Restaurant",2020-05-27 14:50:53+00:00,,https://twitter.com/ilcortile_nyc/status/1265656730605752322,
931,New York,"Complete your sandwiches with these crispy golden rings! Open from 11:30-3PM on Sussex and Hudson! PICK-UP ☎️(551)206-2060. DELIVERY via Grubhub, UberEats and Seamless #onionrings #crispy #deliciousness #lunchtime @… https://www.instagram.com/p/CAsYpuzDfNS/?igshid=9xnsq82v1s4d",2020-05-27 13:50:22+00:00,#onionrings #crispy #deliciousness #lunchtime,https://twitter.com/noforksgivennj/status/1265641499179585539,
932,New York,"today I called 2 local businesses to see if they would prefer if customers order directly from them or a 3rd party (ie uber eats, grub hub). they seemed to really appreciate that i did that. so if you’re in NYC/any city, I encourage you to take the 2 mins to do that #supportlocal",2020-05-27 03:07:56+00:00,#supportlocal,https://twitter.com/chefPriyanka/status/1265479826909118464,
933,New York,The way I was so exhausted I was sleeping typing my Uber eats order in the air ...Lmfaooooo jumped out my damn sleep,2020-05-27 01:08:23+00:00,,https://twitter.com/SoSymone/status/1265449738947756037,
934,New York,"Btw, UBEREats and Grub tub take about 29% of the total sale for the food you ordered. Shit wild",2020-05-27 00:03:45+00:00,,https://twitter.com/SantanaHimself/status/1265433472442793986,
935,New York,I used to drive my ex who didn’t have a car or license to deliver Uber Eats so he could buy fast food and weed. He never gave me a dime in gas money ,2020-05-26 22:55:08+00:00,,https://twitter.com/colderthan__ice/status/1265416204312870913,
936,New York,Me: *trying not to spend anymore money on uber eats* ,2020-05-26 20:48:19+00:00,,https://twitter.com/DvnteMusick/status/1265384293783797761,
937,New York,#TakeoutTuesdays WE ARE OPEN! 2PM-1AM! FOOD &amp; DRINKS TO GO! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT: 718.835.1000! . #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats… https://www.instagram.com/p/CAqXGP0nFat/?igshid=74gx5h2ugsb4,2020-05-26 18:56:21+00:00,#TakeoutTuesdays #UBEREATS #GRUBHUB #TAKEOUT #flamingorestaurant #mantralounge #queens #nyc #queenseats #nyceats,https://twitter.com/FlamingoMantra/status/1265356115564466182,
938,New York,@AskPayPal so disappointed. I opened a claim on May 10. You keep changing the resolution date and I’ve been messaging you via PayPal since 8 am! I made a nearly $100 order through uber eats that was never delivered yet I’m out the money!,2020-05-26 18:54:31+00:00,,https://twitter.com/grjr3021/status/1265355650944638977,
939,New York,No cap ima start Uber Eats next week,2020-05-26 18:35:12+00:00,,https://twitter.com/kingparkergold/status/1265350792267120640,
940,New York,Lunchtime... Popeyes Spicy 🌶 Chicken 🐔 Sandwich 🥪 ubereats popeyes_chicken_sandwich @popeyeschicken #workfromhome #financialprofessional #supersinghs🙏🏽🕉🇺🇸 @Shawn’s Fortress of Solitude https://www.instagram.com/p/CAqSW_9DT7PGuI-8eEJ-yr4g1b2uvVgoFHPGgE0/?igshid=16bu6gdz9altm,2020-05-26 18:14:04+00:00,#workfromhome #financialprofessional #supersinghs,https://twitter.com/KismetsbShawn/status/1265345471511506946,
